timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
43.00;89.195569;34;59060515#0_0;84.667313;0.000000;12.792444;DEFAULT_VEHTYPE;9.227667;45.476891
43.00;269.433473;35;-60361104#3_0;7.557152;0.000000;2.457152;DEFAULT_VEHTYPE;9.232121;45.476949
43.00;359.181786;36;264485079#2_0;62.778251;0.000000;12.370007;DEFAULT_VEHTYPE;9.234363;45.478217
43.00;47.101094;37;264485075_0;1.456258;0.000000;3.469240;DEFAULT_VEHTYPE;9.234377;45.477023
43.00;359.426270;38;264485089_0;32.475936;0.000000;8.612899;DEFAULT_VEHTYPE;9.234405;45.474605
43.00;89.205065;39;59060515#0_0;23.147785;0.000000;7.733205;DEFAULT_VEHTYPE;9.226880;45.476885
43.00;331.323007;4;:2701614261_10_0;1.614679;0.000000;1.715779;DEFAULT_VEHTYPE;9.234343;45.476945
43.00;178.954203;40;-263965140#3_0;18.810090;0.000000;6.422749;DEFAULT_VEHTYPE;9.229987;45.478314
43.00;359.308494;41;19786541#0_0;10.194568;0.000000;3.746794;DEFAULT_VEHTYPE;9.230086;45.474567
43.00;89.177271;42;59060515#0_0;5.100000;0.000000;0.000000;DEFAULT_VEHTYPE;9.226649;45.476883
43.00;359.068729;5;211138994#0_0;60.947912;0.000000;0.000000;DEFAULT_VEHTYPE;9.230012;45.479123
43.00;89.428140;7;60361104#2_0;36.503046;0.000000;12.293434;DEFAULT_VEHTYPE;9.230708;45.476913
43.00;359.068729;8;211138994#0_0;34.832044;0.000000;12.567269;DEFAULT_VEHTYPE;9.230016;45.478888
43.00;359.185884;9;264485089_0;283.908187;0.000000;0.405429;DEFAULT_VEHTYPE;9.234378;45.476868
44.00;269.430440;1;-60361104#5_0;50.125893;0.000000;8.790711;DEFAULT_VEHTYPE;9.232527;45.476951
44.00;179.208794;10;-263965140#2_0;50.682346;0.000000;15.037448;DEFAULT_VEHTYPE;9.230008;45.477207
44.00;359.027410;12;:4321237112_0_0;3.238923;0.000000;0.000000;DEFAULT_VEHTYPE;9.230011;45.479190
44.00;269.430339;13;-60361104#6_0;44.351548;0.000000;13.210160;DEFAULT_VEHTYPE;9.233660;45.476957
44.00;180.169085;14;-264485075_0;6.758224;0.000000;7.479528;DEFAULT_VEHTYPE;9.234337;45.477163
44.00;180.169085;16;-264485075_0;21.799968;0.000000;3.766576;DEFAULT_VEHTYPE;9.234336;45.477027
44.00;269.428140;17;-60361104#2_0;23.344770;0.000000;12.413714;DEFAULT_VEHTYPE;9.230621;45.476942
44.00;269.391557;18;-60361104#1_0;1.478983;0.000000;0.000000;DEFAULT_VEHTYPE;9.230221;45.476940
44.00;179.285464;19;-19786541#0_0;34.831170;0.000000;15.789641;DEFAULT_VEHTYPE;9.230019;45.476480
44.00;269.430440;2;-60361104#5_0;31.363634;0.000000;12.942705;DEFAULT_VEHTYPE;9.232767;45.476952
44.00;89.615922;20;329092952_0;222.408966;0.000000;0.000000;DEFAULT_VEHTYPE;9.229884;45.479240
44.00;352.887793;21;:205748236_6_0;3.918949;0.000000;6.442763;DEFAULT_VEHTYPE;9.230047;45.476894
44.00;89.198974;22;59060515#0_0;250.302354;0.000000;12.533427;DEFAULT_VEHTYPE;9.229786;45.476908
44.00;156.882933;23;:2840024686_11_0;0.100000;0.000000;2.811148;DEFAULT_VEHTYPE;9.234354;45.477638
44.00;269.433473;24;-60361104#3_0;40.776673;0.000000;11.174846;DEFAULT_VEHTYPE;9.231696;45.476947
44.00;269.454950;25;:5912731014_0_0;1.518435;0.000000;8.102561;DEFAULT_VEHTYPE;9.232292;45.476950
44.00;359.290824;26;19786541#0_0;189.335443;0.000000;12.047812;DEFAULT_VEHTYPE;9.230064;45.476180
44.00;89.430440;27;60361104#5_0;59.095912;0.000000;12.743860;DEFAULT_VEHTYPE;9.233165;45.476925
44.00;359.413210;28;264485089_0;193.448323;0.000000;15.213095;DEFAULT_VEHTYPE;9.234390;45.476054
44.00;89.433473;29;60361104#3_0;82.687650;0.000000;12.608521;DEFAULT_VEHTYPE;9.232098;45.476920
44.00;91.402227;3;:1492437129_2_0;2.373899;0.000000;7.447563;DEFAULT_VEHTYPE;9.230175;45.476911
44.00;249.117470;30;:249177473_2_0;6.607276;0.000000;5.796207;DEFAULT_VEHTYPE;9.234343;45.478545
44.00;179.181786;31;-264485079#2_0;42.275016;0.000000;15.388705;DEFAULT_VEHTYPE;9.234325;45.478073
44.00;269.433473;32;-60361104#3_0;76.266290;0.000000;13.158942;DEFAULT_VEHTYPE;9.231242;45.476945
44.00;269.430339;33;-60361104#6_0;10.639905;0.000000;3.672719;DEFAULT_VEHTYPE;9.234092;45.476959
44.00;89.195569;34;59060515#0_0;97.984045;0.000000;13.316732;DEFAULT_VEHTYPE;9.227838;45.476893
44.00;269.433473;35;-60361104#3_0;12.379699;0.000000;4.822547;DEFAULT_VEHTYPE;9.232059;45.476949
44.00;359.181786;36;264485079#2_0;74.807173;0.000000;12.028922;DEFAULT_VEHTYPE;9.234362;45.478325
44.00;0.169085;37;264485075_0;7.343809;0.000000;5.887552;DEFAULT_VEHTYPE;9.234377;45.477076
44.00;359.426270;38;264485089_0;43.648464;0.000000;11.172528;DEFAULT_VEHTYPE;9.234404;45.474706
44.00;89.205065;39;59060515#0_0;33.289843;0.000000;10.142058;DEFAULT_VEHTYPE;9.227010;45.476886
44.00;295.597460;4;:2701614261_10_0;5.527930;0.000000;3.913251;DEFAULT_VEHTYPE;9.234298;45.476958
44.00;178.954203;40;-263965140#3_0;26.957825;0.000000;8.147735;DEFAULT_VEHTYPE;9.229988;45.478241
44.00;359.286713;41;19786541#0_0;16.425236;0.000000;6.230668;DEFAULT_VEHTYPE;9.230085;45.474623
44.00;89.177271;42;59060515#0_0;7.324693;0.000000;2.224693;DEFAULT_VEHTYPE;9.226678;45.476883
44.00;178.954203;44;-263965140#3_0;5.100000;0.000000;0.000000;DEFAULT_VEHTYPE;9.229984;45.478438
44.00;359.068729;5;211138994#0_0;60.947912;0.000000;0.000000;DEFAULT_VEHTYPE;9.230012;45.479123
44.00;89.428140;7;60361104#2_0;47.968415;0.000000;11.465369;DEFAULT_VEHTYPE;9.230854;45.476914
44.00;359.068729;8;211138994#0_0;44.621938;0.000000;9.789894;DEFAULT_VEHTYPE;9.230015;45.478976
44.00;359.185884;9;264485089_0;284.970744;0.000000;1.062557;DEFAULT_VEHTYPE;9.234377;45.476878
45.00;269.430440;1;-60361104#5_0;58.389929;0.000000;8.264036;DEFAULT_VEHTYPE;9.232421;45.476951
45.00;179.208794;10;-263965140#2_0;64.969724;0.000000;14.287378;DEFAULT_VEHTYPE;9.230010;45.477079
45.00;359.027410;12;:4321237112_0_0;3.238923;0.000000;0.000000;DEFAULT_VEHTYPE;9.230011;45.479190
45.00;269.430339;13;-60361104#6_0;59.904059;0.000000;15.552511;DEFAULT_VEHTYPE;9.233461;45.476956
45.00;180.169085;14;-264485075_0;12.258813;0.000000;5.500589;DEFAULT_VEHTYPE;9.234337;45.477113
45.00;180.169085;16;-264485075_0;22.723776;0.000000;0.923808;DEFAULT_VEHTYPE;9.234336;45.477019
45.00;269.428140;17;-60361104#2_0;34.526716;0.000000;11.181947;DEFAULT_VEHTYPE;9.230478;45.476941
45.00;269.391557;18;-60361104#1_0;1.478983;0.000000;0.000000;DEFAULT_VEHTYPE;9.230221;45.476940
45.00;179.285464;19;-19786541#0_0;50.417162;0.000000;15.585992;DEFAULT_VEHTYPE;9.230021;45.476339
45.00;269.430440;2;-60361104#5_0;40.375977;0.000000;9.012342;DEFAULT_VEHTYPE;9.232652;45.476952
45.00;89.615922;20;329092952_0;222.408966;0.000000;0.000000;DEFAULT_VEHTYPE;9.229884;45.479240
45.00;342.295034;21;:205748236_6_0;5.861712;0.000000;1.942763;DEFAULT_VEHTYPE;9.230034;45.476909
45.00;89.122139;22;59060515#1_0;4.865782;0.000000;8.033427;DEFAULT_VEHTYPE;9.229888;45.476909
45.00;66.759593;23;264485079#2_0;0.803840;0.000000;3.043840;DEFAULT_VEHTYPE;9.234373;45.477659
45.00;269.433473;24;-60361104#3_0;51.070208;0.000000;10.293536;DEFAULT_VEHTYPE;9.231564;45.476946
45.00;269.398304;25;-60361104#3_0;1.824938;0.000000;7.676503;DEFAULT_VEHTYPE;9.232194;45.476949
45.00;359.290824;26;19786541#0_0;201.394436;0.000000;12.058993;DEFAULT_VEHTYPE;9.230063;45.476288
45.00;89.441925;27;60361104#6_0;2.254573;0.000000;11.908662;DEFAULT_VEHTYPE;9.233318;45.476926
45.00;359.207076;28;264485089_0;209.094856;0.000000;15.646533;DEFAULT_VEHTYPE;9.234388;45.476195
45.00;89.406888;29;:5912731014_7_0;2.437106;0.000000;11.779456;DEFAULT_VEHTYPE;9.232249;45.476921
45.00;89.396281;3;60361104#2_0;3.612006;0.000000;8.848107;DEFAULT_VEHTYPE;9.230287;45.476911
45.00;189.271039;30;:1826567838_2_0;0.625936;0.000000;7.198660;DEFAULT_VEHTYPE;9.234318;45.478484
45.00;179.181786;31;-264485079#2_0;57.251325;0.000000;14.976309;DEFAULT_VEHTYPE;9.234327;45.477938
45.00;269.433473;32;-60361104#3_0;89.568543;0.000000;13.302253;DEFAULT_VEHTYPE;9.231071;45.476944
45.00;269.430339;33;-60361104#6_0;16.397792;0.000000;5.757887;DEFAULT_VEHTYPE;9.234018;45.476958
45.00;89.195569;34;59060515#0_0;110.680507;0.000000;12.696462;DEFAULT_VEHTYPE;9.228000;45.476894
45.00;269.433473;35;-60361104#3_0;18.944222;0.000000;6.564523;DEFAULT_VEHTYPE;9.231975;45.476948
45.00;359.181786;36;264485079#2_0;83.544803;0.000000;8.737630;DEFAULT_VEHTYPE;9.234360;45.478404
45.00;0.169085;37;264485075_0;15.273276;0.000000;7.929467;DEFAULT_VEHTYPE;9.234378;45.477147
45.00;359.426270;38;264485089_0;56.941480;0.000000;13.293015;DEFAULT_VEHTYPE;9.234403;45.474825
45.00;89.195569;39;59060515#0_0;44.978046;0.000000;11.688203;DEFAULT_VEHTYPE;9.227160;45.476887
45.00;269.914915;4;-60361104#6_0;0.700494;0.000000;6.182564;DEFAULT_VEHTYPE;9.234219;45.476959
45.00;178.954203;40;-263965140#3_0;36.536550;0.000000;9.578726;DEFAULT_VEHTYPE;9.229990;45.478155
45.00;359.286713;41;19786541#0_0;24.409335;0.000000;7.984099;DEFAULT_VEHTYPE;9.230084;45.474695
45.00;89.200594;42;59060515#0_0;11.856552;0.000000;4.531859;DEFAULT_VEHTYPE;9.226736;45.476884
45.00;178.954203;44;-263965140#3_0;7.597884;0.000000;2.497884;DEFAULT_VEHTYPE;9.229985;45.478415
45.00;359.068729;5;211138994#0_0;60.947912;0.000000;0.000000;DEFAULT_VEHTYPE;9.230012;45.479123
45.00;89.451440;7;:7037154502_7_0;6.754531;0.000000;11.886116;DEFAULT_VEHTYPE;9.231006;45.476915
45.00;359.068729;8;211138994#0_0;50.993037;0.000000;6.371098;DEFAULT_VEHTYPE;9.230014;45.479033
45.00;355.380015;9;:2701614261_4_0;2.695284;0.000000;3.114540;DEFAULT_VEHTYPE;9.234373;45.476905
46.00;269.476139;1;:5912731014_0_0;0.179248;0.000000;8.719319;DEFAULT_VEHTYPE;9.232309;45.476950
46.00;179.175839;10;:205748236_13_0;4.645072;0.000000;14.595348;DEFAULT_VEHTYPE;9.230013;45.476947
46.00;359.027410;12;:4321237112_0_0;3.238923;0.000000;0.000000;DEFAULT_VEHTYPE;9.230011;45.479190
46.00;269.435241;13;:5912626798_0_0;1.161687;0.000000;14.677629;DEFAULT_VEHTYPE;9.233274;45.476955
46.00;180.169085;14;-264485075_0;14.307732;0.000000;2.048918;DEFAULT_VEHTYPE;9.234337;45.477095
46.00;181.891553;16;:2701614261_0_0;1.350847;0.000000;2.357072;DEFAULT_VEHTYPE;9.234334;45.476998
46.00;269.428140;17;-60361104#2_0;42.425519;0.000000;7.898803;DEFAULT_VEHTYPE;9.230377;45.476940
46.00;269.367051;18;:1492437129_0_0;0.532346;0.000000;1.533363;DEFAULT_VEHTYPE;9.230202;45.476939
46.00;179.290824;19;-19786541#0_0;65.341112;0.000000;14.923950;DEFAULT_VEHTYPE;9.230023;45.476205
46.00;269.430440;2;-60361104#5_0;49.540722;0.000000;9.164745;DEFAULT_VEHTYPE;9.232534;45.476951
46.00;89.615922;20;329092952_0;222.408966;0.000000;0.000000;DEFAULT_VEHTYPE;9.229884;45.479240
46.00;342.270471;21;:205748236_6_0;5.867010;0.000000;0.005298;DEFAULT_VEHTYPE;9.230034;45.476909
46.00;89.202029;22;59060515#2_0;2.429209;0.000000;3.533427;DEFAULT_VEHTYPE;9.229932;45.476909
46.00;359.134816;23;264485079#2_0;5.338319;0.000000;4.534479;DEFAULT_VEHTYPE;9.234372;45.477700
46.00;269.433473;24;-60361104#3_0;62.068565;0.000000;10.998356;DEFAULT_VEHTYPE;9.231423;45.476946
46.00;269.433473;25;-60361104#3_0;8.971457;0.000000;7.146519;DEFAULT_VEHTYPE;9.232103;45.476949
46.00;359.285464;26;19786541#0_0;213.007281;0.000000;11.612845;DEFAULT_VEHTYPE;9.230061;45.476393
46.00;89.430339;27;60361104#6_0;14.558496;0.000000;12.303922;DEFAULT_VEHTYPE;9.233475;45.476927
46.00;359.207076;28;264485089_0;224.632673;0.000000;15.537817;DEFAULT_VEHTYPE;9.234386;45.476335
46.00;89.454406;29;60361104#5_0;0.412457;0.000000;12.935351;DEFAULT_VEHTYPE;9.232414;45.476922
46.00;89.428140;3;60361104#2_0;14.222734;0.000000;10.610728;DEFAULT_VEHTYPE;9.230422;45.476912
46.00;179.181786;30;-264485079#2_0;5.440052;0.000000;8.824116;DEFAULT_VEHTYPE;9.234319;45.478405
46.00;179.152318;31;-264485079#2_0;71.064238;0.000000;13.812913;DEFAULT_VEHTYPE;9.234329;45.477814
46.00;269.444570;32;-60361104#2_0;1.474339;0.000000;13.335796;DEFAULT_VEHTYPE;9.230901;45.476943
46.00;269.430339;33;-60361104#6_0;24.413633;0.000000;8.015841;DEFAULT_VEHTYPE;9.233915;45.476958
46.00;89.195569;34;59060515#0_0;123.852857;0.000000;13.172350;DEFAULT_VEHTYPE;9.228169;45.476895
46.00;269.433473;35;-60361104#3_0;26.967575;0.000000;8.023353;DEFAULT_VEHTYPE;9.231872;45.476948
46.00;359.181786;36;264485079#2_0;88.405160;0.000000;4.860356;DEFAULT_VEHTYPE;9.234360;45.478448
46.00;0.039916;37;:283840346_1_0;1.434956;0.000000;9.891680;DEFAULT_VEHTYPE;9.234379;45.477236
46.00;359.426270;38;264485089_0;71.596272;0.000000;14.654792;DEFAULT_VEHTYPE;9.234401;45.474957
46.00;89.195569;39;59060515#0_0;56.297521;0.000000;11.319475;DEFAULT_VEHTYPE;9.227304;45.476888
46.00;269.430339;4;-60361104#6_0;7.241187;0.000000;6.540692;DEFAULT_VEHTYPE;9.234135;45.476959
46.00;178.954203;40;-263965140#3_0;47.896691;0.000000;11.360141;DEFAULT_VEHTYPE;9.229993;45.478052
46.00;359.286713;41;19786541#0_0;34.962719;0.000000;10.553384;DEFAULT_VEHTYPE;9.230083;45.474790
46.00;89.205065;42;59060515#0_0;18.417847;0.000000;6.561296;DEFAULT_VEHTYPE;9.226820;45.476885
46.00;178.954203;44;-263965140#3_0;12.656168;0.000000;5.058284;DEFAULT_VEHTYPE;9.229986;45.478370
46.00;89.428140;45;60361104#2_0;5.100000;0.000000;0.000000;DEFAULT_VEHTYPE;9.230306;45.476911
46.00;359.068729;5;211138994#0_0;60.947912;0.000000;0.000000;DEFAULT_VEHTYPE;9.230012;45.479123
46.00;89.433473;7;60361104#3_0;8.827334;0.000000;11.472803;DEFAULT_VEHTYPE;9.231153;45.476915
46.00;359.068729;8;211138994#0_0;52.893616;0.000000;1.900580;DEFAULT_VEHTYPE;9.230013;45.479050
46.00;346.103782;9;:2701614261_4_0;5.377363;0.000000;2.682078;DEFAULT_VEHTYPE;9.234362;45.476928
47.00;269.382299;1;-60361104#3_0;0.380057;0.000000;7.570809;DEFAULT_VEHTYPE;9.232212;45.476949
47.00;179.277129;10;:1492437128_2_0;2.739609;0.000000;14.024537;DEFAULT_VEHTYPE;9.230014;45.476821
47.00;359.027410;12;:4321237112_0_0;3.238923;0.000000;0.000000;DEFAULT_VEHTYPE;9.230011;45.479190
47.00;269.430440;13;-60361104#5_0;6.457113;0.000000;14.695426;DEFAULT_VEHTYPE;9.233086;45.476954
47.00;180.169085;14;-264485075_0;17.314975;0.000000;3.007243;DEFAULT_VEHTYPE;9.234336;45.477068
47.00;202.629394;16;:2701614261_0_0;5.361069;0.000000;4.010222;DEFAULT_VEHTYPE;9.234312;45.476967
47.00;269.428140;17;-60361104#2_0;46.965571;0.000000;4.540052;DEFAULT_VEHTYPE;9.230319;45.476940
47.00;269.404013;18;:1492437129_0_0;3.928893;0.000000;3.396547;DEFAULT_VEHTYPE;9.230158;45.476939
47.00;179.289996;19;-19786541#0_0;80.593077;0.000000;15.251965;DEFAULT_VEHTYPE;9.230025;45.476068
47.00;269.430440;2;-60361104#5_0;57.543887;0.000000;8.003165;DEFAULT_VEHTYPE;9.232432;45.476951
47.00;89.615922;20;329092952_0;222.408966;0.000000;0.000000;DEFAULT_VEHTYPE;9.229884;45.479240
47.00;342.263119;21;:205748236_6_0;5.868596;0.000000;0.001586;DEFAULT_VEHTYPE;9.230034;45.476909
47.00;89.220754;22;59060515#2_0;2.994718;0.000000;0.565509;DEFAULT_VEHTYPE;9.229939;45.476909
47.00;359.134816;23;264485079#2_0;12.430052;0.000000;7.091733;DEFAULT_VEHTYPE;9.234371;45.477764
47.00;269.433473;24;-60361104#3_0;72.990346;0.000000;10.921781;DEFAULT_VEHTYPE;9.231283;45.476945
47.00;269.433473;25;-60361104#3_0;16.860568;0.000000;7.889111;DEFAULT_VEHTYPE;9.232002;45.476948
47.00;359.285464;26;19786541#0_0;224.671361;0.000000;11.664080;DEFAULT_VEHTYPE;9.230060;45.476498
47.00;89.430339;27;60361104#6_0;27.030785;0.000000;12.472289;DEFAULT_VEHTYPE;9.233635;45.476928
47.00;359.201563;28;264485089_0;239.535746;0.000000;14.903073;DEFAULT_VEHTYPE;9.234384;45.476469
47.00;89.430440;29;60361104#5_0;12.784228;0.000000;12.371771;DEFAULT_VEHTYPE;9.232573;45.476922
47.00;89.428140;3;60361104#2_0;26.888255;0.000000;12.665521;DEFAULT_VEHTYPE;9.230584;45.476913
47.00;179.181786;30;-264485079#2_0;16.561039;0.000000;11.120987;DEFAULT_VEHTYPE;9.234321;45.478305
47.00;179.134816;31;-264485079#2_0;86.958049;0.000000;15.893811;DEFAULT_VEHTYPE;9.234331;45.477671
47.00;269.428140;32;-60361104#2_0;14.822564;0.000000;13.348225;DEFAULT_VEHTYPE;9.230730;45.476942
47.00;269.430339;33;-60361104#6_0;34.972897;0.000000;10.559265;DEFAULT_VEHTYPE;9.233780;45.476957
47.00;89.195569;34;59060515#0_0;136.618838;0.000000;12.765980;DEFAULT_VEHTYPE;9.228332;45.476896
47.00;269.433473;35;-60361104#3_0;36.321912;0.000000;9.354337;DEFAULT_VEHTYPE;9.231753;45.476947
47.00;336.745746;36;:1826567838_4_0;0.100000;0.000000;3.154840;DEFAULT_VEHTYPE;9.234338;45.478468
47.00;359.298643;37;:1826567805_0_0;3.267881;0.000000;12.232925;DEFAULT_VEHTYPE;9.234378;45.477346
47.00;359.426270;38;264485089_0;85.796107;0.000000;14.199835;DEFAULT_VEHTYPE;9.234400;45.475085
47.00;89.195569;39;59060515#0_0;67.829127;0.000000;11.531606;DEFAULT_VEHTYPE;9.227452;45.476890
47.00;269.430339;4;-60361104#6_0;15.270739;0.000000;8.029552;DEFAULT_VEHTYPE;9.234032;45.476958
47.00;178.954203;40;-263965140#3_0;61.561182;0.000000;13.664491;DEFAULT_VEHTYPE;9.229995;45.477929
47.00;359.286713;41;19786541#0_0;47.823746;0.000000;12.861027;DEFAULT_VEHTYPE;9.230081;45.474906
47.00;89.205065;42;59060515#0_0;26.903681;0.000000;8.485833;DEFAULT_VEHTYPE;9.226928;45.476885
47.00;178.954203;44;-263965140#3_0;19.571692;0.000000;6.915523;DEFAULT_VEHTYPE;9.229987;45.478307
47.00;89.428140;45;60361104#2_0;6.666746;0.000000;1.566746;DEFAULT_VEHTYPE;9.230326;45.476911
47.00;359.068729;5;211138994#0_0;60.947912;0.000000;0.000000;DEFAULT_VEHTYPE;9.230012;45.479123
47.00;89.433473;7;60361104#3_0;19.866885;0.000000;11.039551;DEFAULT_VEHTYPE;9.231294;45.476916
47.00;359.068729;8;211138994#0_0;53.174337;0.000000;0.280721;DEFAULT_VEHTYPE;9.230013;45.479053
47.00;343.878783;9;:2701614261_4_0;5.926444;0.000000;0.549081;DEFAULT_VEHTYPE;9.234359;45.476932
48.00;269.433473;1;-60361104#3_0;8.149028;0.000000;7.768971;DEFAULT_VEHTYPE;9.232113;45.476949
48.00;179.285464;10;-19786541#0_0;11.907999;0.000000;15.108390;DEFAULT_VEHTYPE;9.230016;45.476686
48.00;359.027410;12;:4321237112_0_0;3.238923;0.000000;0.000000;DEFAULT_VEHTYPE;9.230011;45.479190
48.00;269.430440;13;-60361104#5_0;21.643088;0.000000;15.185975;DEFAULT_VEHTYPE;9.232891;45.476953
48.00;180.169085;14;-264485075_0;20.381663;0.000000;3.066688;DEFAULT_VEHTYPE;9.234336;45.477040
48.00;259.662707;16;:1492437131_0_0;2.054063;0.000000;4.962994;DEFAULT_VEHTYPE;9.234251;45.476960
48.00;269.474797;18;-60361104#0_0;1.291046;0.000000;2.392153;DEFAULT_VEHTYPE;9.230128;45.476939
48.00;179.286713;19;-19786541#0_0;95.566524;0.000000;14.973447;DEFAULT_VEHTYPE;9.230027;45.475933
48.00;269.457296;2;:5912731022_0_0;6.636306;0.000000;8.442418;DEFAULT_VEHTYPE;9.232324;45.476950
48.00;89.615922;20;329092952_0;222.408966;0.000000;0.000000;DEFAULT_VEHTYPE;9.229884;45.479240
48.00;333.886738;21;:205748236_16_0;1.406095;0.000000;1.507499;DEFAULT_VEHTYPE;9.230023;45.476920
48.00;89.222988;22;59060515#2_0;3.062204;0.000000;0.067486;DEFAULT_VEHTYPE;9.229940;45.476909
48.00;359.135902;23;264485079#2_0;21.308221;0.000000;8.878170;DEFAULT_VEHTYPE;9.234369;45.477844
48.00;269.433473;24;-60361104#3_0;83.518417;0.000000;10.528072;DEFAULT_VEHTYPE;9.231149;45.476944
48.00;269.433473;25;-60361104#3_0;26.698426;0.000000;9.837858;DEFAULT_VEHTYPE;9.231876;45.476948
48.00;359.285464;26;19786541#0_0;236.315878;0.000000;11.644517;DEFAULT_VEHTYPE;9.230058;45.476603
48.00;89.430339;27;60361104#6_0;39.790965;0.000000;12.760180;DEFAULT_VEHTYPE;9.233798;45.476929
48.00;359.185884;28;264485089_0;254.138986;0.000000;14.603240;DEFAULT_VEHTYPE;9.234382;45.476600
48.00;89.430440;29;60361104#5_0;24.565442;0.000000;11.781214;DEFAULT_VEHTYPE;9.232723;45.476923
48.00;89.428140;3;60361104#2_0;41.725358;0.000000;14.837103;DEFAULT_VEHTYPE;9.230774;45.476914
48.00;179.181786;30;-264485079#2_0;29.709909;0.000000;13.148870;DEFAULT_VEHTYPE;9.234323;45.478186
48.00;179.147665;31;-264485079#1_0;3.252444;0.000000;14.814395;DEFAULT_VEHTYPE;9.234334;45.477538
48.00;269.428140;32;-60361104#2_0;26.464537;0.000000;11.641974;DEFAULT_VEHTYPE;9.230581;45.476941
48.00;269.430339;33;-60361104#6_0;48.002353;0.000000;13.029456;DEFAULT_VEHTYPE;9.233614;45.476956
48.00;89.195569;34;59060515#0_0;150.205707;0.000000;13.586870;DEFAULT_VEHTYPE;9.228506;45.476898
48.00;269.433473;35;-60361104#3_0;47.580363;0.000000;11.258451;DEFAULT_VEHTYPE;9.231609;45.476947
48.00;231.801048;36;-264485079#2_0;1.260916;0.000000;3.500916;DEFAULT_VEHTYPE;9.234319;45.478442
48.00;359.148533;37;264485079#1_0;12.675274;0.000000;13.667393;DEFAULT_VEHTYPE;9.234376;45.477470
48.00;359.741021;38;264485089_0;100.130990;0.000000;14.334884;DEFAULT_VEHTYPE;9.234400;45.475214
48.00;89.195569;39;59060515#0_0;80.246024;0.000000;12.416897;DEFAULT_VEHTYPE;9.227611;45.476891
48.00;269.430339;4;-60361104#6_0;24.746070;0.000000;9.475331;DEFAULT_VEHTYPE;9.233911;45.476958
48.00;178.954203;40;-263965140#3_0;74.700716;0.000000;13.139534;DEFAULT_VEHTYPE;9.229998;45.477811
48.00;359.286713;41;19786541#0_0;60.666021;0.000000;12.842275;DEFAULT_VEHTYPE;9.230080;45.475022
48.00;89.205065;42;59060515#0_0;37.081766;0.000000;10.178085;DEFAULT_VEHTYPE;9.227059;45.476886
48.00;178.954203;44;-263965140#3_0;28.853031;0.000000;9.281340;DEFAULT_VEHTYPE;9.229989;45.478224
48.00;89.428140;45;60361104#2_0;9.976595;0.000000;3.309850;DEFAULT_VEHTYPE;9.230368;45.476912
48.00;359.320367;48;19786541#0_0;5.100000;0.000000;0.000000;DEFAULT_VEHTYPE;9.230087;45.474521
48.00;359.068729;5;211138994#0_0;60.947912;0.000000;0.000000;DEFAULT_VEHTYPE;9.230012;45.479123
48.00;89.433473;7;60361104#3_0;31.707534;0.000000;11.840649;DEFAULT_VEHTYPE;9.231446;45.476917
48.00;359.068729;8;211138994#0_0;53.329822;0.000000;0.155485;DEFAULT_VEHTYPE;9.230013;45.479054
48.00;343.303433;9;:2701614261_4_0;6.068141;0.000000;0.141698;DEFAULT_VEHTYPE;9.234358;45.476933
49.00;269.433473;1;-60361104#3_0;17.258197;0.000000;9.109169;DEFAULT_VEHTYPE;9.231997;45.476948
49.00;179.285464;10;-19786541#0_0;26.861772;0.000000;14.953774;DEFAULT_VEHTYPE;9.230018;45.476551
49.00;359.027410;12;:4321237112_0_0;3.238923;0.000000;0.000000;DEFAULT_VEHTYPE;9.230011;45.479190
49.00;269.430440;13;-60361104#5_0;37.164357;0.000000;15.521269;DEFAULT_VEHTYPE;9.232693;45.476952
49.00;181.735419;14;:2701614261_0_0;1.228504;0.000000;4.576841;DEFAULT_VEHTYPE;9.234334;45.476999
49.00;269.430321;16;-60361104#6_0;4.996757;0.000000;6.782694;DEFAULT_VEHTYPE;9.234164;45.476959
49.00;269.476028;18;-60361104#0_0;1.326926;0.000000;0.035880;DEFAULT_VEHTYPE;9.230127;45.476939
49.00;179.286713;19;-19786541#0_0;110.608918;0.000000;15.042394;DEFAULT_VEHTYPE;9.230028;45.475797
49.00;269.378089;2;:5912731014_0_0;7.246321;0.000000;8.190015;DEFAULT_VEHTYPE;9.232219;45.476950
49.00;89.615922;20;329092952_0;222.408966;0.000000;0.000000;DEFAULT_VEHTYPE;9.229884;45.479240
49.00;306.552899;21;:205748236_16_0;4.703979;0.000000;3.297884;DEFAULT_VEHTYPE;9.229986;45.476934
49.00;89.223806;22;59060515#2_0;3.086906;0.000000;0.024703;DEFAULT_VEHTYPE;9.229940;45.476909
49.00;359.181786;23;264485079#2_0;32.511505;0.000000;11.203283;DEFAULT_VEHTYPE;9.234368;45.477945
49.00;269.433473;24;-60361104#3_0;90.065668;0.000000;6.547250;DEFAULT_VEHTYPE;9.231065;45.476944
49.00;269.433473;25;-60361104#3_0;38.244764;0.000000;11.546338;DEFAULT_VEHTYPE;9.231728;45.476947
49.00;359.285464;26;19786541#0_0;248.579613;0.000000;12.263735;DEFAULT_VEHTYPE;9.230057;45.476713
49.00;89.430339;27;60361104#6_0;52.816762;0.000000;13.025797;DEFAULT_VEHTYPE;9.233964;45.476929
